id,name,brand,category,flavor,weight,weights,price,originalPrice,discount,rating,reviews,description,keyBenefits,nutritionalInfo,inStock,pricingKey,image,image1,image2,image3,images
90,MuscleBlaze Creatine Monohydrate CreAMP unflavoured,MuscleBlaze,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM""]",849,1429,41,4.7,6800,Pure creatine monohydrate for strength,"[""Increases strength"", ""Enhances performance"", ""Pure micronized""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_250G,"""/image/Creatine/MB_Creamp/mb_unflavoured_250gm.jpg""","""/image/Creatine/MB_Creamp/mb_unflavoured_250gm2.jpg""","""/image/Creatine/MB_Creamp/mb_unflavoured_250gm3.jpg""","""/image/Creatine/MB_Creamp/mb_unflavoured_250gm4.jpg""",[]
91,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Citrus Blast,120GM,"[""120GM"", ""320GM""]",479,799,40,4.5,4100,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_120G,"""/image/Creatine/MB_Creamp/mb_citrus_blast_120gm.jpg""","""/image/Creatine/MB_Creamp/mb2.jpg""","""/image/Creatine/MB_Creamp/mb3.jpg""","""/image/Creatine/MB_Creamp/mb4.jpg""",[]
92,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Water Melon Kool Aid,120GM,"[""120GM"", ""320GM""]",479,799,40,4.5,3800,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_120G,"""/image/Creatine/MB_Creamp/mb_watermelon_120gm.jpg""","""/image/Creatine/MB_Creamp/mb2.jpg""","""/image/Creatine/MB_Creamp/mb3.jpg""","""/image/Creatine/MB_Creamp/mb4.jpg""",[]
93,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Citrus Blast,320GM,"[""120GM"", ""320GM""]",849,1599,47,4.6,5400,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_320G,"""/image/Creatine/MB_Creamp/mb_citrus_blast_320gm.jpg""","""/image/Creatine/MB_Creamp/img2.jpg""","""/image/Creatine/MB_Creamp/img3.jpg""","""/image/Creatine/MB_Creamp/img4.jpg""",[]
94,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Water Melon Kool Aid,320GM,"[""120GM"", ""320GM""]",849,1599,47,4.6,5100,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_320G,"""/image/Creatine/MB_Creamp/mb_watermelon_320gm.jpg""","""/image/Creatine/MB_Creamp/img2.jpg""","""/image/Creatine/MB_Creamp/img3.jpg""","""/image/Creatine/MB_Creamp/img4.jpg""",[]
95,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Juicy Berries,320GM,"[""120GM"", ""320GM""]",849,1599,47,4.6,4800,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_320G,"""/image/Creatine/MB_Creamp/mb_juicy_berry_320gm.jpg""","""/image/Creatine/MB_Creamp/img2.jpg""","""/image/Creatine/MB_Creamp/img3.jpg""","""/image/Creatine/MB_Creamp/img4.jpg""",[]
96,MuscleBlaze Creatine Monohydrate CreAMP,MuscleBlaze,Creatine,Candy Rush,320GM,"[""120GM"", ""320GM""]",849,1599,47,4.6,4500,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_FLAV_320G,"""/image/Creatine/MB_Creamp/mb_candy_320gm.webp""","""/image/Creatine/MB_Creamp/img2.jpg""","""/image/Creatine/MB_Creamp/img3.jpg""","""/image/Creatine/MB_Creamp/img4.jpg""",[]
97,Wellcore - Pure Micronised Creatine Monohydrate Unflavoured,Wellcore,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM""]",499,699,29,4.5,3200,Pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Affordable""]",Per Serving: 3g Creatine Monohydrate,true,WELL_UF_100G,"""/image/Creatine/Wellcore/Wellcore_unflavoured_100gm.jpg""","""/image/Creatine/Wellcore/Wellcore_unflavoured_100gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
98,Wellcore - Pure Micronised Creatine Monohydrate Unflavoured,Wellcore,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM""]",999,1399,29,4.6,4100,Pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Affordable""]",Per Serving: 3g Creatine Monohydrate,true,WELL_UF_250G,"""/image/Creatine/Wellcore/Wellcore_unflavoured_250gm.jpg""","""/image/Creatine/Wellcore/Wellcore_unflavoured_250gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
99,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Tropical Tango,122GM,"[""122GM"", ""307GM""]",499,749,33,4.4,2800,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_122G,"""/image/Creatine/Wellcore/Wellcore_tropical_122gm.jpg""","""/image/Creatine/Wellcore/Wellcore_tropical_122gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
100,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Fruit Fussion,121GM,"[""122GM"", ""307GM""]",499,749,33,4.4,2600,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_122G,"""/image/Creatine/Wellcore/Wellcore_fruit_fussion_122gm.jpg""","""/image/Creatine/Wellcore/Wellcore_fruit_fussion_122gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
101,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Kiwi Kick,122GM,"[""122GM"", ""307GM""]",499,749,33,4.4,2500,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_122G,"""/image/Creatine/Wellcore/Wellcore_kiwi_122gm.jpg""","""/image/Creatine/Wellcore/Wellcore_kiwi_122gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
102,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Tropical Tango,307GM,"[""122GM"", ""307GM""]",999,1499,33,4.5,3200,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_307G,"""/image/Creatine/Wellcore/Wellcore_tropical_307gm.jpg""","""/image/Creatine/Wellcore/Wellcore_tropical_307gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
103,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Fruit Fussion,307GM,"[""122GM"", ""307GM""]",999,1499,33,4.5,3100,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_307G,"""/image/Creatine/Wellcore/Wellcore_fruit_fussion_307gm.jpg""","""/image/Creatine/Wellcore/Wellcore_fruit_fussion_307gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
104,Wellcore - Pure Micronised Creatine Monohydrate,Wellcore,Creatine,Kiwi Kick,307GM,"[""122GM"", ""307GM""]",999,1499,33,4.5,3000,Flavored creatine for better taste,"[""Great taste"", ""3g creatine per serving"", ""Easy mixing""]",Per Serving: 3g Creatine Monohydrate,true,WELL_F_307G,"""/image/Creatine/Wellcore/Wellcore_kiwi_307gm.jpg""","""/image/Creatine/Wellcore/Wellcore_kiwi_307gm2.jpg""","""/image/Creatine/Wellcore/img3.jpg""","""/image/Creatine/Wellcore/img4.jpg""",[]
105,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM"", ""400GM""]",399,799,50,4.5,3400,GNC pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_100G,"""/image/Creatine/GNC/gnc_unflavoured_100gm.webp""","""/image/Creatine/GNC/img2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
106,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Orange,100GM,"[""100GM"", ""250GM"", ""400GM""]",399,799,50,4.5,3200,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_100G,"""/image/Creatine/GNC/gnc_orange_100gm.jpg""","""/image/Creatine/GNC/img2.2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
107,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Blueberry,100GM,"[""100GM"", ""250GM"", ""400GM""]",399,799,50,4.5,3100,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_100G,"""/image/Creatine/GNC/gnc_blue_berry_100gm.jpg""","""/image/Creatine/GNC/img2.2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
108,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Cranberry,100GM,"[""100GM"", ""250GM"", ""400GM""]",399,799,50,4.5,3000,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_100G,"""/image/Creatine/GNC/gnc_cranberry_100gm.jpg""","""/image/Creatine/GNC/img2.2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
109,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Lemon,100GM,"[""100GM"", ""250GM"", ""400GM""]",399,799,50,4.5,2900,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_100G,"""/image/Creatine/GNC/gnc_lemon_100gm.jpg""","""/image/Creatine/GNC/img2.2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
110,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM"", ""400GM""]",799,1599,50,4.6,4200,GNC pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_250G,"""/image/Creatine/GNC/gnc_unflavoured_250gm.jpg""","""/image/Creatine/GNC/img2.3.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
111,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Orange,250GM,"[""100GM"", ""250GM"", ""400GM""]",799,1599,50,4.6,4000,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_250G,"""/image/Creatine/GNC/gnc_orange_250gm.jpg""","""/image/Creatine/GNC/img2.3.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
112,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Blueberry,250GM,"[""100GM"", ""250GM"", ""400GM""]",799,1599,50,4.6,3900,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_250G,"""/image/Creatine/GNC/gnc_blue_berry_250gm.jpg""","""/image/Creatine/GNC/img2.3.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
113,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Cranberry,250GM,"[""100GM"", ""250GM"", ""400GM""]",799,1599,50,4.6,3800,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_250G,"""/image/Creatine/GNC/gnc_cranberry_250gm.jpg""","""/image/Creatine/GNC/img2.3.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
114,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Lemon,250GM,"[""100GM"", ""250GM"", ""400GM""]",799,1599,50,4.6,3700,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_250G,"""/image/Creatine/GNC/gnc_lemon_250gm.jpg""","""/image/Creatine/GNC/img2.3.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
115,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Unflavoured,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,2399,50,4.7,5200,GNC pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_400G,"""/image/Creatine/GNC/gnc_unflavoured_400gm.webp""","""/image/Creatine/GNC/gnc_unflavoured_400gm2.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
116,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Orange,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,2399,50,4.7,5000,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_400G,"""/image/Creatine/GNC/gnc_orange_400gm.webp""","""/image/Creatine/GNC/img2.4.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
117,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Blueberry,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,2399,50,4.7,4900,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_400G,"""/image/Creatine/GNC/gnc_blue_berry_400gm.webp""","""/image/Creatine/GNC/img2.4.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
118,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Cranberry,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,2399,50,4.7,4800,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_400G,"""/image/Creatine/GNC/gnc_cranberry_400gm.webp""","""/image/Creatine/GNC/img2.4.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
119,GNC Pro Performance Creatine Monohydrate,GNC,Creatine,Lemon,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,2399,50,4.7,4700,GNC flavored creatine,"[""Great taste"", ""3g creatine per serving"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,GNC_PRO_P_400G,"""/image/Creatine/GNC/gnc_lemon_400gm.webp""","""/image/Creatine/GNC/img2.4.jpg""","""/image/Creatine/GNC/img3.jpg""","""/image/Creatine/GNC/img4.jpg""",[]
120,GNC Creatine + Electrolytes,GNC,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM"", ""400GM""]",691,889,22,4.5,3000,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_100G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_unflavoured_100gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
121,GNC Creatine + Electrolytes,GNC,Creatine,Orange,100GM,"[""100GM"", ""250GM"", ""400GM""]",691,889,22,4.5,2900,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_100G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_orange_100gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
122,GNC Creatine + Electrolytes,GNC,Creatine,Lemon,100GM,"[""100GM"", ""250GM"", ""400GM""]",691,889,22,4.5,2800,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_100G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_lemon_100gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
123,GNC Creatine + Electrolytes,GNC,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM"", ""400GM""]",1383,1779,22,4.6,3600,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_250G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_unflavoured_250gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
124,GNC Creatine + Electrolytes,GNC,Creatine,Orange,250GM,"[""100GM"", ""250GM"", ""400GM""]",1383,1779,22,4.6,3500,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_250G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_orange_250gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
125,GNC Creatine + Electrolytes,GNC,Creatine,Lemon,250GM,"[""100GM"", ""250GM"", ""400GM""]",1383,1779,22,4.6,3400,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_250G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_lemon_250gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
126,GNC Creatine + Electrolytes,GNC,Creatine,Unflavoured,400GM,"[""100GM"", ""250GM"", ""400GM""]",2315,2669,13,4.7,4400,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_400G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_unflavoured_400gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
127,GNC Creatine + Electrolytes,GNC,Creatine,Orange,400GM,"[""100GM"", ""250GM"", ""400GM""]",2315,2669,13,4.7,4300,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_400G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_orange_400gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
128,GNC Creatine + Electrolytes,GNC,Creatine,Lemon,400GM,"[""100GM"", ""250GM"", ""400GM""]",2315,2669,13,4.7,4200,Creatine with electrolytes for hydration,"[""Creatine + Electrolytes"", ""Better hydration"", ""Enhanced performance""]",Per Serving: 3g Creatine + Electrolytes,true,GNC_ELEC_400G,"""/image/Creatine/Gnc_creatine+electrolytes/gnc_lemon_400gm.webp""","""/image/Creatine/Gnc_creatine+electrolytes/img2.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img3.jpg""","""/image/Creatine/Gnc_creatine+electrolytes/img4.jpg""",[]
129,Fast&Up Creatine Monohydrate Essentials,Fast & Up,Creatine,Orange,20N,"[""20N""]",212,265,20,4.4,2400,Electrolyte tablets for hydration,"[""Instant energy"", ""Electrolyte replenishment"", ""Effervescent tablets""]",Per Tablet: Electrolytes + Vitamins,true,FAST_MONO,"""/image/Creatine/Fast & Up Electrolytes/fast_1.jpg""","""/image/Creatine/Fast & Up Electrolytes/fast_2.jpg""","""/image/Creatine/Fast & Up Electrolytes/fast_3.jpg""","""/image/Creatine/Fast & Up Electrolytes/fast_4.jpg""",[]
130,Muscletech Platinum 100% Creatine,MuscleTech,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM"", ""400GM""]",439,699,37,4.5,3100,MuscleTech pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Proven results""]",Per Serving: 3g Creatine Monohydrate,true,MT_PLAT_CREA_100G,"""/image/Creatine/MuscleTech/muscletech_100g.jpg""","""/image/Creatine/MuscleTech/img2.jpg""","""/image/Creatine/MuscleTech/img3.jpg""","""/image/Creatine/MuscleTech/img4.jpg""",[]
131,Muscletech Platinum 100% Creatine,MuscleTech,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM"", ""400GM""]",749,1779,58,4.6,3800,MuscleTech pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Proven results""]",Per Serving: 3g Creatine Monohydrate,true,MT_PLAT_CREA_250G,"""/image/Creatine/MuscleTech/muscletech_250g.jpg""","""/image/Creatine/MuscleTech/img2.jpg""","""/image/Creatine/MuscleTech/img3.jpg""","""/image/Creatine/MuscleTech/img4.jpg""",[]
132,Muscletech Platinum 100% Creatine,MuscleTech,Creatine,Unflavoured,400GM,"[""100GM"", ""250GM"", ""400GM""]",1199,1949,38,4.7,4500,MuscleTech pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Proven results""]",Per Serving: 3g Creatine Monohydrate,true,MT_PLAT_CREA_400G,"""/image/Creatine/MuscleTech/muscletech_400g.jpg""","""/image/Creatine/MuscleTech/img2.jpg""","""/image/Creatine/MuscleTech/img3.jpg""","""/image/Creatine/MuscleTech/img4.jpg""",[]
133,Labrada Crealean Strength Creatine Powder,Labrada,Creatine,Unflavoured,100G,"[""100G"", ""250G""]",449,699,36,4.5,2800,Labrada pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Quality assured""]",Per Serving: 3g Creatine Monohydrate,true,LAB_CREA_100G,"""/image/Creatine/labrada/labrada_100g.jpg""","""/image/Creatine/labrada/labrada_100g2.jpg""","""/image/Creatine/labrada/labrada_100g3.jpg""","""/image/Creatine/labrada/labrada_100g4.jpg""",[]
134,Labrada Crealean Strength Creatine Powder,Labrada,Creatine,Unflavoured,250G,"[""100G"", ""250G""]",999,1149,13,4.5,3200,Labrada pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Quality assured""]",Per Serving: 3g Creatine Monohydrate,true,LAB_CREA_250G,"""/image/Creatine/labrada/labrada_250g.jpg""","""/image/Creatine/labrada/labrada_250g2.jpg""","""/image/Creatine/labrada/labrada_250g3.jpg""","""/image/Creatine/labrada/labrada_250g4.jpg""",[]
135,ON Micronised Creatine Powder Unflavored,Optimum Nutrition,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM""]",489,619,21,4.6,4200,ON pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,ON_MICRO_CREA_100G,"""/image/Creatine/on/on_100g.jpg""","""/image/Creatine/on/on_100g2.jpg""","""/image/Creatine/on/on_100g3.jpg""","""/image/Creatine/on/on_100g4.jpg""",[]
136,ON Micronised Creatine Powder Unflavored,Optimum Nutrition,Creatine,Unflavoured,250GM,"[""100GM"", ""250GM""]",655,1599,59,4.7,5100,ON pure creatine monohydrate,"[""Increases strength"", ""Pure formula"", ""Premium quality""]",Per Serving: 3g Creatine Monohydrate,true,ON_MICRO_CREA_250G,"""/image/Creatine/on/on_200g.jpg""","""/image/Creatine/on/on_200g2.jpg""","""/image/Creatine/on/on_200g3.jpg""","""/image/Creatine/on/on_200g4.jpg""",[]
137,MuscleBlaze Mass Gainer XXL,MuscleBlaze,Mass Gainer,Chocolate,1KG,"[""1KG"", ""3KG"", ""5KG""]",1099,1539,29,4.5,6200,High calorie mass gainer for muscle building,"[""High calories"", ""30g protein"", ""Complex carbs""]","Per Serving: 560 Calories, 30g Protein",true,MB_MASS_1KG,"""/image/Mass_Gainner/MB/mass_gainner_1kg.jpg""","""/image/Mass_Gainner/MB/mass_gainner_1kg2.jpg""","""/image/Mass_Gainner/MB/mass_gainner_1kg3.jpg""","""/image/Mass_Gainner/MB/img4.jpg""",[]
138,MuscleBlaze Mass Gainer XXL,MuscleBlaze,Mass Gainer,Chocolate,3KG,"[""1KG"", ""3KG"", ""5KG""]",2999,4399,32,4.6,7800,High calorie mass gainer for muscle building,"[""High calories"", ""30g protein"", ""Complex carbs""]","Per Serving: 560 Calories, 30g Protein",true,MB_MASS_3KG,"""/image/Mass_Gainner/MB/mass_gainner_3kg.jpg""","""/image/Mass_Gainner/MB/mass_gainner_3kg2.jpg""","""/image/Mass_Gainner/MB/mass_gainner_3kg3.jpg""","""/image/Mass_Gainner/MB/img4.jpg""",[]
139,MuscleBlaze Mass Gainer XXL,MuscleBlaze,Mass Gainer,Chocolate,5KG,"[""1KG"", ""3KG"", ""5KG""]",4499,5919,24,4.7,9200,High calorie mass gainer for muscle building,"[""High calories"", ""30g protein"", ""Complex carbs""]","Per Serving: 560 Calories, 30g Protein",true,MB_MASS_5KG,"""/image/Mass_Gainner/MB/mass_gainner_5kg.jpg""","""/image/Mass_Gainner/MB/mass_gainner_5kg2.jpg""","""/image/Mass_Gainner/MB/mass_gainner_5kg3.jpg""","""/image/Mass_Gainner/MB/img4.jpg""",[]
